Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
28398472,ASSISTIVETECH_TOTALNEED,COUNTRY,ITA,YEAR,2021,AGEGROUP,YEARS60-69,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,67.4,67.43878,,,Survey conducted by AIAS Associazione Italiana Assistenza Spastici della Provincia di Bologna O.N.L.U.S.; Istituto Superiore di Sanità; Fondazione CENSIS; Rete Italiana dei Centri di consulenza su ausili tecnologici per le disabilità (GLIC),2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398473,ASSISTIVETECH_TOTALNEED,COUNTRY,ITA,YEAR,2021,AGEGROUP,YEARS70-79,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,67.8,67.7889,,,Survey conducted by AIAS Associazione Italiana Assistenza Spastici della Provincia di Bologna O.N.L.U.S.; Istituto Superiore di Sanità; Fondazione CENSIS; Rete Italiana dei Centri di consulenza su ausili tecnologici per le disabilità (GLIC),2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398474,ASSISTIVETECH_TOTALNEED,COUNTRY,ITA,YEAR,2021,AGEGROUP,YEARS80PLUS,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,67.2,67.2043,,,Survey conducted by AIAS Associazione Italiana Assistenza Spastici della Provincia di Bologna O.N.L.U.S.; Istituto Superiore di Sanità; Fondazione CENSIS; Rete Italiana dei Centri di consulenza su ausili tecnologici per le disabilità (GLIC),2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398475,ASSISTIVETECH_TOTALNEED,COUNTRY,ITA,YEAR,2021,SEX,MLE,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,17.1,17.08056,,,Survey conducted by AIAS Associazione Italiana Assistenza Spastici della Provincia di Bologna O.N.L.U.S.; Istituto Superiore di Sanità; Fondazione CENSIS; Rete Italiana dei Centri di consulenza su ausili tecnologici per le disabilità (GLIC),2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398476,ASSISTIVETECH_TOTALNEED,COUNTRY,ITA,YEAR,2021,SEX,FMLE,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,18.6,18.59306,,,Survey conducted by AIAS Associazione Italiana Assistenza Spastici della Provincia di Bologna O.N.L.U.S.; Istituto Superiore di Sanità; Fondazione CENSIS; Rete Italiana dei Centri di consulenza su ausili tecnologici per le disabilità (GLIC),2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398477,ASSISTIVETECH_TOTALNEED,COUNTRY,ITA,YEAR,2021,RESIDENCEAREATYPE,URB,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,17.7,17.71989,,,Survey conducted by AIAS Associazione Italiana Assistenza Spastici della Provincia di Bologna O.N.L.U.S.; Istituto Superiore di Sanità; Fondazione CENSIS; Rete Italiana dei Centri di consulenza su ausili tecnologici per le disabilità (GLIC),2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398478,ASSISTIVETECH_TOTALNEED,COUNTRY,ITA,YEAR,2021,RESIDENCEAREATYPE,RUR,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,18.5,18.47214,,,Survey conducted by AIAS Associazione Italiana Assistenza Spastici della Provincia di Bologna O.N.L.U.S.; Istituto Superiore di Sanità; Fondazione CENSIS; Rete Italiana dei Centri di consulenza su ausili tecnologici per le disabilità (GLIC),2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398479,ASSISTIVETECH_TOTALNEED,COUNTRY,ITA,YEAR,2021,AGEGROUP,YEARS00-04,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,17.7,17.71117,,,Survey conducted by AIAS Associazione Italiana Assistenza Spastici della Provincia di Bologna O.N.L.U.S.; Istituto Superiore di Sanità; Fondazione CENSIS; Rete Italiana dei Centri di consulenza su ausili tecnologici per le disabilità (GLIC),2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398480,ASSISTIVETECH_TOTALNEED,COUNTRY,ITA,YEAR,2021,AGEGROUP,YEARS05-17,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,13.6,13.58429,,,Survey conducted by AIAS Associazione Italiana Assistenza Spastici della Provincia di Bologna O.N.L.U.S.; Istituto Superiore di Sanità; Fondazione CENSIS; Rete Italiana dei Centri di consulenza su ausili tecnologici per le disabilità (GLIC),2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398481,ASSISTIVETECH_TOTALNEED,COUNTRY,ITA,YEAR,2021,AGEGROUP,YEARS18-29,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,16.2,16.15321,,,Survey conducted by AIAS Associazione Italiana Assistenza Spastici della Provincia di Bologna O.N.L.U.S.; Istituto Superiore di Sanità; Fondazione CENSIS; Rete Italiana dei Centri di consulenza su ausili tecnologici per le disabilità (GLIC),2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398482,ASSISTIVETECH_TOTALNEED,COUNTRY,ITA,YEAR,2021,AGEGROUP,YEARS30-39,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,13.9,13.87283,,,Survey conducted by AIAS Associazione Italiana Assistenza Spastici della Provincia di Bologna O.N.L.U.S.; Istituto Superiore di Sanità; Fondazione CENSIS; Rete Italiana dei Centri di consulenza su ausili tecnologici per le disabilità (GLIC),2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398483,ASSISTIVETECH_TOTALNEED,COUNTRY,ITA,YEAR,2021,AGEGROUP,YEARS40-49,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,17.1,17.05491,,,Survey conducted by AIAS Associazione Italiana Assistenza Spastici della Provincia di Bologna O.N.L.U.S.; Istituto Superiore di Sanità; Fondazione CENSIS; Rete Italiana dei Centri di consulenza su ausili tecnologici per le disabilità (GLIC),2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398484,ASSISTIVETECH_TOTALNEED,COUNTRY,ITA,YEAR,2021,AGEGROUP,YEARS50-59,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,15.2,15.24164,,,Survey conducted by AIAS Associazione Italiana Assistenza Spastici della Provincia di Bologna O.N.L.U.S.; Istituto Superiore di Sanità; Fondazione CENSIS; Rete Italiana dei Centri di consulenza su ausili tecnologici per le disabilità (GLIC),2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398485,ASSISTIVETECH_TOTALNEED,COUNTRY,ITA,YEAR,2021,AGEGROUP,YEARS60-69,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,14.6,14.62608,,,Survey conducted by AIAS Associazione Italiana Assistenza Spastici della Provincia di Bologna O.N.L.U.S.; Istituto Superiore di Sanità; Fondazione CENSIS; Rete Italiana dei Centri di consulenza su ausili tecnologici per le disabilità (GLIC),2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398486,ASSISTIVETECH_TOTALNEED,COUNTRY,ITA,YEAR,2021,AGEGROUP,YEARS70-79,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,21.5,21.49362,,,Survey conducted by AIAS Associazione Italiana Assistenza Spastici della Provincia di Bologna O.N.L.U.S.; Istituto Superiore di Sanità; Fondazione CENSIS; Rete Italiana dei Centri di consulenza su ausili tecnologici per le disabilità (GLIC),2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398487,ASSISTIVETECH_TOTALNEED,COUNTRY,ITA,YEAR,2021,AGEGROUP,YEARS80PLUS,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,42.4,42.39569,,,Survey conducted by AIAS Associazione Italiana Assistenza Spastici della Provincia di Bologna O.N.L.U.S.; Istituto Superiore di Sanità; Fondazione CENSIS; Rete Italiana dei Centri di consulenza su ausili tecnologici per le disabilità (GLIC),2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398488,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,SEX,MLE,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,16.2,16.17132,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398489,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,SEX,FMLE,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,16.7,16.73776,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398490,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,RESIDENCEAREATYPE,URB,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,16.5,16.54423,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398491,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,RESIDENCEAREATYPE,RUR,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,14.6,14.56483,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398492,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,AGEGROUP,YEARS00-04,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,2.4,2.3753,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398493,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,AGEGROUP,YEARS05-17,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,8.3,8.31904,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398494,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,AGEGROUP,YEARS18-29,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,10.1,10.0744,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398495,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,AGEGROUP,YEARS30-39,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,11.2,11.20831,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398496,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,AGEGROUP,YEARS40-49,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,18.2,18.23021,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398497,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,AGEGROUP,YEARS50-59,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,36.3,36.2737,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398498,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,AGEGROUP,YEARS60-69,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,45.6,45.55404,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398501,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,SEX,MLE,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,5.5,5.51661,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398502,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,SEX,FMLE,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,4.6,4.61833,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398503,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,RESIDENCEAREATYPE,URB,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,4.9,4.94686,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398504,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,RESIDENCEAREATYPE,RUR,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,7.6,7.63766,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398505,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,AGEGROUP,YEARS00-04,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,1.3,1.30641,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398506,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,AGEGROUP,YEARS05-17,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,1.7,1.68668,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398507,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,AGEGROUP,YEARS18-29,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,1.7,1.7049,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398508,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,AGEGROUP,YEARS30-39,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,2.6,2.62438,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398509,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,AGEGROUP,YEARS40-49,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,4.5,4.45775,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398510,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,AGEGROUP,YEARS50-59,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,7.4,7.41962,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398511,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,AGEGROUP,YEARS60-69,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,17.1,17.12329,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398512,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,AGEGROUP,YEARS70-79,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,36.8,36.8,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398513,ASSISTIVETECH_TOTALNEED,COUNTRY,JOR,YEAR,2021,AGEGROUP,YEARS80PLUS,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,57.6,57.63889,,,,2022-04-29T07:55:45Z,2021,2021-01-01,2021-12-31
28398566,ASSISTIVETECH_TOTALNEED,COUNTRY,MWI,YEAR,2021,SEX,MLE,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,9.4,9.40939,,,"Survey conducted in Blantyre region. Survey conducted by Centre for Social Research, University of Malawi",2022-04-29T07:55:46Z,2021,2021-01-01,2021-12-31
28398567,ASSISTIVETECH_TOTALNEED,COUNTRY,MWI,YEAR,2021,SEX,FMLE,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,10.7,10.66094,,,"Survey conducted in Blantyre region. Survey conducted by Centre for Social Research, University of Malawi",2022-04-29T07:55:46Z,2021,2021-01-01,2021-12-31
28398568,ASSISTIVETECH_TOTALNEED,COUNTRY,MWI,YEAR,2021,RESIDENCEAREATYPE,URB,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,10.6,10.62489,,,"Survey conducted in Blantyre region. Survey conducted by Centre for Social Research, University of Malawi",2022-04-29T07:55:46Z,2021,2021-01-01,2021-12-31
28398569,ASSISTIVETECH_TOTALNEED,COUNTRY,MWI,YEAR,2021,RESIDENCEAREATYPE,RUR,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,9.1,9.11451,,,"Survey conducted in Blantyre region. Survey conducted by Centre for Social Research, University of Malawi",2022-04-29T07:55:46Z,2021,2021-01-01,2021-12-31
28398570,ASSISTIVETECH_TOTALNEED,COUNTRY,MWI,YEAR,2021,AGEGROUP,YEARS00-04,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,1.2,1.17878,,,"Survey conducted in Blantyre region. Survey conducted by Centre for Social Research, University of Malawi",2022-04-29T07:55:46Z,2021,2021-01-01,2021-12-31
28398571,ASSISTIVETECH_TOTALNEED,COUNTRY,MWI,YEAR,2021,AGEGROUP,YEARS05-17,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,4.7,4.73582,,,"Survey conducted in Blantyre region. Survey conducted by Centre for Social Research, University of Malawi",2022-04-29T07:55:46Z,2021,2021-01-01,2021-12-31
28398572,ASSISTIVETECH_TOTALNEED,COUNTRY,MWI,YEAR,2021,AGEGROUP,YEARS18-29,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,7.0,7.03192,,,"Survey conducted in Blantyre region. Survey conducted by Centre for Social Research, University of Malawi",2022-04-29T07:55:46Z,2021,2021-01-01,2021-12-31
28398573,ASSISTIVETECH_TOTALNEED,COUNTRY,MWI,YEAR,2021,AGEGROUP,YEARS30-39,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,9.4,9.40466,,,"Survey conducted in Blantyre region. Survey conducted by Centre for Social Research, University of Malawi",2022-04-29T07:55:46Z,2021,2021-01-01,2021-12-31
28398574,ASSISTIVETECH_TOTALNEED,COUNTRY,MWI,YEAR,2021,AGEGROUP,YEARS40-49,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,14.4,14.37198,,,"Survey conducted in Blantyre region. Survey conducted by Centre for Social Research, University of Malawi",2022-04-29T07:55:46Z,2021,2021-01-01,2021-12-31
28398575,ASSISTIVETECH_TOTALNEED,COUNTRY,MWI,YEAR,2021,AGEGROUP,YEARS50-59,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,34.8,34.77157,,,"Survey conducted in Blantyre region. Survey conducted by Centre for Social Research, University of Malawi",2022-04-29T07:55:46Z,2021,2021-01-01,2021-12-31
28398576,ASSISTIVETECH_TOTALNEED,COUNTRY,MWI,YEAR,2021,AGEGROUP,YEARS60-69,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,37.1,37.06564,,,"Survey conducted in Blantyre region. Survey conducted by Centre for Social Research, University of Malawi",2022-04-29T07:55:46Z,2021,2021-01-01,2021-12-31
28398577,ASSISTIVETECH_TOTALNEED,COUNTRY,MWI,YEAR,2021,AGEGROUP,YEARS70-79,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,52.8,52.84091,,,"Survey conducted in Blantyre region. Survey conducted by Centre for Social Research, University of Malawi",2022-04-29T07:55:46Z,2021,2021-01-01,2021-12-31
28398578,ASSISTIVETECH_TOTALNEED,COUNTRY,MWI,YEAR,2021,AGEGROUP,YEARS80PLUS,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL,,,,,76.2,76.19048,,,"Survey conducted in Blantyre region. Survey conducted by Centre for Social Research, University of Malawi",2022-04-29T07:55:46Z,2021,2021-01-01,2021-12-31
28398579,ASSISTIVETECH_TOTALNEED,COUNTRY,MWI,YEAR,2021,SEX,MLE,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,4.8,4.82821,,,"Survey conducted in Blantyre region. Survey conducted by Centre for Social Research, University of Malawi",2022-04-29T07:55:46Z,2021,2021-01-01,2021-12-31
28398580,ASSISTIVETECH_TOTALNEED,COUNTRY,MWI,YEAR,2021,SEX,FMLE,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,4.8,4.80868,,,"Survey conducted in Blantyre region. Survey conducted by Centre for Social Research, University of Malawi",2022-04-29T07:55:46Z,2021,2021-01-01,2021-12-31
28398581,ASSISTIVETECH_TOTALNEED,COUNTRY,MWI,YEAR,2021,RESIDENCEAREATYPE,URB,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,5.0,4.95488,,,"Survey conducted in Blantyre region. Survey conducted by Centre for Social Research, University of Malawi",2022-04-29T07:55:46Z,2021,2021-01-01,2021-12-31
28398582,ASSISTIVETECH_TOTALNEED,COUNTRY,MWI,YEAR,2021,RESIDENCEAREATYPE,RUR,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,4.6,4.5861,,,"Survey conducted in Blantyre region. Survey conducted by Centre for Social Research, University of Malawi",2022-04-29T07:55:46Z,2021,2021-01-01,2021-12-31
28398583,ASSISTIVETECH_TOTALNEED,COUNTRY,MWI,YEAR,2021,AGEGROUP,YEARS00-04,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,1.2,1.17878,,,"Survey conducted in Blantyre region. Survey conducted by Centre for Social Research, University of Malawi",2022-04-29T07:55:46Z,2021,2021-01-01,2021-12-31
28398584,ASSISTIVETECH_TOTALNEED,COUNTRY,MWI,YEAR,2021,AGEGROUP,YEARS05-17,ASSISTIVETECHPRODUCT,ASSISTIVETECH_TOTAL_NOSPECS,,,,,3.7,3.67268,,,"Survey conducted in Blantyre region. Survey conducted by Centre for Social Research, University of Malawi",2022-04-29T07:55:46Z,2021,2021-01-01,2021-12-31
